,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),BuildingType,PrimaryPropertyType,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),ENERGYSTARScore,TotalGHGEmissions,AgeBuilding,ProportionGFABuilding,ProportionGFAParking,ProportionElectricity,ProportionNaturalGas,ProportionSteamUse,NumberofFloorsByBuildings
451,1907,1.0,6,73260,0,73260,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,63871.0,0.0,0.0,0.0,2853189.0,0.0,2853189.5,44.70000076,82.0,19.89,109,1.0,0.0,0.9999998247575214,0.0,0.0,6.0
452,1900,1.0,4,69817,0,69817,NonResidential,Small- and Mid-Sized Office,"Office, Retail Store",Office,Retail Store,None,34647.0,26039.0,0.0,771085.1875,1245123.0,161866.0,2178074.5,35.90000153,87.0,76.8,116,1.0,0.0,0.5716622640777439,0.0743160989213179,0.35402149352558876,4.0
453,1900,1.0,4,84750,0,84750,NonResidential,Small- and Mid-Sized Office,"Enclosed Mall, Office",Office,Enclosed Mall,None,41609.0,28734.0,0.0,0.0,1846842.0,247883.0,2094724.625,29.79999924,,26.04,116,1.0,0.0,0.8816633833194184,0.11833679570172619,0.0,4.0
454,1900,1.0,6,75496,13320,62176,NonResidential,Small- and Mid-Sized Office,"Office, Restaurant, Retail Store",Office,Retail Store,Restaurant,45799.0,9739.0,4689.0,0.0,3570162.0,0.0,3570161.75,59.29999924,,24.89,116,0.8235668114867013,0.17643318851329873,1.0000000700248386,0.0,0.0,6.0
455,1900,1.0,4,164380,0,164380,NonResidential,Large Office,"Office, Retail Store",Office,Retail Store,None,123607.0,20795.0,0.0,399538.3125,6196714.0,1059498.0,7655751.0,53.0,79.0,130.31,116,1.0,0.0,0.8094194808582463,0.1383924320422647,0.05218799729771775,4.0
456,1907,1.0,7,160580,0,160580,NonResidential,Large Office,Office,Office,None,None,160580.0,0.0,0.0,347207.9063,3014081.0,974898.0,4336187.5,27.0,98.0,99.59,109,1.0,0.0,0.6950993240029404,0.22482837746292106,0.0800721616166275,7.0
457,1909,1.0,6,73470,0,73470,NonResidential,Small- and Mid-Sized Office,"Non-Refrigerated Warehouse, Office, Retail Store",Office,Non-Refrigerated Warehouse,Retail Store,47145.0,9477.0,9477.0,0.0,3212269.0,0.0,3212269.0,48.59999847,83.0,22.39,107,1.0,0.0,1.0,0.0,0.0,6.0
458,1906,1.0,3,67755,0,67755,Nonresidential COS,Other,"Data Center, Office, Other, Other - Entertainment/Public Assembly",Other,Office,Other - Entertainment/Public Assembly,33647.0,19705.0,11988.0,0.0,1904480.0,0.0,1904480.0,29.10000038,,13.28,110,1.0,0.0,1.0,0.0,0.0,3.0
459,1910,1.0,3,56700,0,56700,NonResidential,Mixed Use Property,"Distribution Center, Non-Refrigerated Warehouse, Office",Office,Distribution Center,Non-Refrigerated Warehouse,26250.0,18050.0,12400.0,0.0,2045416.0,326159.0,2371575.0,41.79999924,37.0,31.58,106,1.0,0.0,0.8624715642558215,0.13752843574417845,0.0,3.0
460,1922,1.0,1,82852,0,82852,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Retail Store,None,58472.0,23282.0,0.0,0.0,1058065.0,1095539.0,2153603.5,26.29999924,83.0,65.56,94,1.0,0.0,0.4912998144737413,0.5087004176952721,0.0,1.0
461,1953,1.0,2,76442,0,76442,NonResidential,Other,"Distribution Center, Office, Other",Other,Distribution Center,Office,50500.0,18000.0,7604.0,0.0,1705403.0,2272874.0,3978277.0,52.29999924,,132.6,63,1.0,0.0,0.4286787973788653,0.5713212026211347,0.0,2.0
462,1962,1.0,2,92792,0,92792,NonResidential,Distribution Center,"Distribution Center, Office",Distribution Center,Office,None,85343.0,13435.0,0.0,0.0,2024573.0,1130923.0,3155496.0,31.89999962,56.0,74.18,54,1.0,0.0,0.6416021443221605,0.35839785567783955,0.0,2.0
463,1941,2.0,2,125519,0,125519,NonResidential,Other,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,None,None,142901.0,0.0,0.0,0.0,2244317.0,0.0,2244317.0,15.69999981,,15.65,75,1.0,0.0,1.0,0.0,0.0,1.0
464,1900,1.0,4,129000,25800,103200,NonResidential,Large Office,Office,Office,None,None,104869.0,0.0,0.0,0.0,4374645.0,0.0,4374646.0,41.70000076,80.0,30.5,116,0.8,0.2,0.9999997714100752,0.0,0.0,4.0
465,1954,1.0,1,78814,0,78814,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,78814.0,0.0,0.0,0.0,635127.0,226846.0,861972.875,10.89999962,69.0,16.48,62,1.0,0.0,0.7368294506947217,0.2631706943214425,0.0,1.0
466,1904,1.0,4,58970,0,58970,NonResidential,Small- and Mid-Sized Office,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,Non-Refrigerated Warehouse,Multifamily Housing,39870.0,11600.0,7000.0,0.0,1152375.0,624037.0,1776411.75,30.39999962,,41.18,112,1.0,0.0,0.6487093997210951,0.35129074101204294,0.0,4.0
467,1910,1.0,6,75600,10800,64800,NonResidential,Distribution Center,"Distribution Center, Office, Parking",Distribution Center,Office,Parking,51040.0,10500.0,6000.0,0.0,2688675.0,0.0,2688675.75,43.70000076,15.0,18.74,106,0.8571428571428571,0.14285714285714285,0.999999721052269,0.0,0.0,6.0
468,1907,1.0,4,56270,0,56270,NonResidential,Distribution Center,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",Distribution Center,Non-Refrigerated Warehouse,Office,39884.0,9270.0,4116.0,0.0,1056782.0,0.0,1056782.125,18.79999924,,7.37,109,1.0,0.0,0.9999998817163944,0.0,0.0,4.0
469,1904,1.0,4,66842,0,66842,NonResidential,Small- and Mid-Sized Office,"Office, Retail Store",Office,Retail Store,None,43122.0,10514.0,0.0,0.0,3457540.0,2151060.0,5608600.5,104.5999985,31.0,138.35,112,1.0,0.0,0.6164710786585709,0.3835288321926299,0.0,4.0
470,1909,1.0,6,75288,10800,64488,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,65508.0,10918.0,0.0,0.0,2891229.0,376.0,2891605.0,44.09999847,81.0,20.18,107,0.8565508447561364,0.14344915524386356,0.9998699684085482,0.00013003159145180617,0.0,6.0
471,1904,1.0,7,184322,0,184322,NonResidential,Large Office,"Data Center, Office",Office,Data Center,None,183916.0,406.0,0.0,0.0,9722889.0,0.0,9722890.0,52.70000076,81.0,67.78,112,1.0,0.0,0.9999998971499214,0.0,0.0,7.0
472,2009,1.0,7,287853,0,287853,NonResidential,Large Office,"Office, Retail Store",Office,Retail Store,None,273812.0,12102.0,0.0,0.0,25482582.0,84524.0,25567108.0,89.40000153,43.0,182.14,7,1.0,0.0,0.9966939553742253,0.0033059664002670934,0.0,7.0
473,1914,1.0,2,64512,0,64512,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,63000.0,0.0,0.0,0.0,2952139.0,3016015.0,5968153.5,94.69999695,53.0,180.76,102,1.0,0.0,0.49464863797487785,0.5053514458031282,0.0,2.0
474,2009,1.0,6,286000,111774,174226,NonResidential,Mixed Use Property,"Distribution Center, Office, Other, Other - Recreation, Parking",Parking,Office,Other,111774.0,108747.0,49271.0,0.0,63822136.0,13053.0,63835192.0,366.3999939,,445.62,7,0.6091818181818182,0.39081818181818184,0.9997954733182286,0.00020447968575076895,0.0,6.0
475,1926,1.0,7,144050,0,144050,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,144050.0,0.0,0.0,0.0,2389825.0,1539546.0,3929371.0,27.29999924,26.0,98.43,90,1.0,0.0,0.6081953065770578,0.3918046934229423,0.0,7.0
476,1930,1.0,3,60592,0,60592,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,60384.0,0.0,0.0,0.0,4788414.0,261032.0,5049446.5,83.59999847,16.0,47.25,86,1.0,0.0,0.9483047300332819,0.051695170945964077,0.0,3.0
478,1993,1.0,1,107930,0,107930,NonResidential,Retail Store,Retail Store,Retail Store,None,None,107704.0,0.0,0.0,0.0,6136093.0,1085388.0,7221482.5,67.0,57.0,100.42,23,1.0,0.0,0.8496999058018904,0.15029988648452725,0.0,1.0
479,1926,1.0,1,99084,0,99084,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,99084.0,0.0,0.0,0.0,795088.0,823022.0,1618110.375,16.29999924,83.0,49.25,90,1.0,0.0,0.49136821089846855,0.5086315573497265,0.0,1.0
480,1953,1.0,1,72719,0,72719,NonResidential,Distribution Center,Distribution Center,Distribution Center,None,None,72719.0,0.0,0.0,0.0,2045435.0,536307.0,2581741.75,35.5,28.0,42.74,63,1.0,0.0,0.792269404947261,0.20773069188659168,0.0,1.0
482,2001,1.0,6,91706,36583,55123,NonResidential,Small- and Mid-Sized Office,"Office, Other, Parking",Office,Parking,Other,53281.0,34701.0,3724.0,0.0,8570570.0,0.0,8570571.0,150.3000031,2.0,59.75,15,0.6010838985453515,0.39891610145464856,0.9999998833216597,0.0,0.0,6.0
483,2008,1.0,5,129093,39902,89191,NonResidential,Medical Office,"Medical Office, Other, Parking",Medical Office,Parking,Other,89131.0,37652.0,5615.0,0.0,11800324.0,7448407.0,19248732.0,203.1999969,6.0,477.85,8,0.6909050064682051,0.3090949935317949,0.6130442254585913,0.38695572258993477,0.0,5.0
484,1991,1.0,5,138106,16221,121885,NonResidential,Large Office,"Office, Parking",Office,Parking,None,119083.0,16221.0,0.0,0.0,8381833.0,0.0,8381834.5,70.40000153,41.0,58.43,25,0.8825467394609937,0.11745326053900627,0.9999998210415632,0.0,0.0,5.0
485,1973,1.0,1,56572,0,56572,NonResidential,Retail Store,Retail Store,Retail Store,None,None,56576.0,0.0,0.0,0.0,1315085.0,1094344.0,2409429.0,42.59999847,66.0,67.29,43,1.0,0.0,0.5458077411702109,0.45419225882978914,0.0,1.0
487,2004,1.0,0,225982,0,225982,NonResidential,Medical Office,Medical Office,Medical Office,None,None,200184.0,0.0,0.0,7815663.0,12744957.0,0.0,20560622.0,102.6999969,53.0,692.12,12,1.0,0.0,0.6198721517277055,0.0,0.38012775099897267,0.0
489,2000,1.0,11,312512,0,312512,NonResidential,Large Office,"Data Center, Office, Restaurant",Office,Data Center,Restaurant,303312.0,4738.0,4462.0,0.0,25619164.0,127855.0,25747022.0,82.40000153,,185.39,16,1.0,0.0,0.995034066464075,0.004965817017595278,0.0,11.0
490,2005,1.0,42,1592914,0,1592914,NonResidential,Large Office,"Data Center, Financial Office, Office, Parking, Restaurant",Office,Parking,Financial Office,914832.0,348788.0,303910.0,986403.1875,55123924.0,388532.0,56498868.0,45.29999924,97.0,481.06,11,1.0,0.0,0.975664220387566,0.0068768103460055165,0.017458813289852108,42.0
491,1926,1.0,6,97720,0,97720,NonResidential,Small- and Mid-Sized Office,"Data Center, Office, Retail Store",Office,Data Center,Retail Store,51881.0,11999.0,9713.0,0.0,2478025.0,0.0,2478025.25,33.70000076,,17.28,90,1.0,0.0,0.9999998991132153,0.0,0.0,6.0
492,1985,1.0,10,422503,206580,215923,NonResidential,Medical Office,Medical Office,Medical Office,None,None,197408.0,0.0,0.0,994154.3125,16260654.0,0.0,17254810.0,87.40000153,46.0,190.1,31,0.5110567262244292,0.48894327377557084,0.9423838338411145,0.0,0.05761606836006888,10.0
493,1987,1.0,7,94500,0,94500,NonResidential,Medical Office,Medical Office,Medical Office,None,None,113739.0,0.0,0.0,0.0,5792925.0,0.0,5792926.0,50.90000153,68.0,40.38,29,1.0,0.0,0.9999998273756647,0.0,0.0,7.0
495,2008,1.0,9,302902,101342,201560,NonResidential,Medical Office,"Medical Office, Parking",Medical Office,Parking,None,201365.0,86270.0,0.0,0.0,14155468.0,595647.0,14751117.0,73.30000305,58.0,130.32,8,0.6654297429531664,0.33457025704683363,0.9596200748729741,0.04037978954407317,0.0,9.0
496,1973,1.0,19,319911,156407,163504,NonResidential,Medical Office,"Medical Office, Parking",Medical Office,Parking,None,170727.0,69171.0,0.0,3593940.25,11473398.0,0.0,15067340.0,88.30000305,50.0,357.39,43,0.5110921475035244,0.48890785249647556,0.7614746863082668,0.0,0.23852519754648133,19.0
497,1900,1.0,6,205521,0,205521,NonResidential,Large Office,"Office, Retail Store",Office,Retail Store,None,114919.0,28643.0,0.0,2068666.75,4325997.0,1743952.0,8138616.5,56.70000076,94.0,282.46,116,1.0,0.0,0.5315396050422083,0.21428113734072615,0.2541791654638107,6.0
498,1900,1.0,6,56700,0,56700,NonResidential,Small- and Mid-Sized Office,"Office, Retail Store",Office,Retail Store,None,46000.0,10500.0,0.0,0.0,3065954.0,0.0,3065954.5,54.29999924,55.0,21.37,116,1.0,0.0,0.9999998369186497,0.0,0.0,6.0
499,1925,1.0,4,72000,0,72000,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,72000.0,0.0,0.0,0.0,2632591.0,96576.0,2729167.75,37.90000153,89.0,23.48,91,1.0,0.0,0.9646131132833443,0.035386611907604434,0.0,4.0
500,2000,1.0,4,191146,94892,96254,NonResidential,Large Office,"Office, Parking",Office,Parking,None,103000.0,80000.0,0.0,0.0,5101504.0,0.0,5101504.5,49.5,93.0,35.56,16,0.50356272168918,0.49643727831082,0.9999999019896973,0.0,0.0,4.0
501,2001,1.0,3,68763,11527,57236,NonResidential,Other,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,Parking,Swimming Pool,50000.0,11527.0,0.0,0.0,3670762.0,5358726.0,9029489.0,180.6000061,,310.19,15,0.8323662434739613,0.1676337565260387,0.40653042492216335,0.5934694643295982,0.0,3.0
502,1994,3.0,1,102133,0,102133,NonResidential,Other,"Parking, Strip Mall",Strip Mall,Parking,None,107427.0,0.0,0.0,0.0,12356956.0,8369038.0,20725996.0,192.8999939,,530.62,22,1.0,0.0,0.5962056540008982,0.4037942495019298,0.0,0.0
504,2008,1.0,14,362046,0,362046,NonResidential,Large Office,"Office, Other, Parking",Office,Parking,Other,232443.0,97874.0,3534.0,0.0,15566951.0,158627.0,15725581.0,66.59999847,86.0,116.95,8,1.0,0.0,0.98991261435746,0.010087194870574257,0.0,14.0
506,1994,3.0,2,81336,0,81336,NonResidential,Other,Lifestyle Center,Lifestyle Center,None,None,81385.0,0.0,0.0,0.0,9206777.0,3878519.0,13085297.0,160.8000031,,270.17,22,1.0,0.0,0.7035970983310504,0.29640282524729855,0.0,1.0
507,2001,1.0,23,538933,0,538933,NonResidential,Large Office,"Office, Parking",Office,Parking,None,366554.0,122821.0,0.0,0.0,16020640.0,0.0,16020642.0,43.70000076,90.0,111.69,15,1.0,0.0,0.9999998751610578,0.0,0.0,23.0
509,1983,1.0,6,275982,197130,78852,NonResidential,Other,"Office, Parking",Parking,Office,None,197040.0,78852.0,0.0,0.0,5233553.0,0.0,5233553.5,66.40000153,,36.49,33,0.2857142857142857,0.7142857142857143,0.999999904462618,0.0,0.0,6.0
510,1982,1.0,5,98668,0,98668,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,98668.0,0.0,0.0,0.0,4391348.0,0.0,4391348.0,44.5,91.0,30.61,34,1.0,0.0,1.0,0.0,0.0,5.0
511,2007,1.0,1,158931,28381,130550,NonResidential,Large Office,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,Multifamily Housing,Parking,80157.0,34302.0,26937.0,0.0,7938248.0,813455.0,8751704.0,67.69999695,12.0,98.54,9,0.821425650124897,0.17857434987510304,0.9070517010173105,0.09294818471922725,0.0,1.0
512,1978,1.0,1,105100,0,105100,NonResidential,Large Office,Office,Office,None,None,105100.0,0.0,0.0,0.0,17657706.0,4420357.0,22078064.0,210.1000061,1.0,357.86,38,1.0,0.0,0.7997850717345506,0.20021488297162288,0.0,1.0
514,1978,1.0,1,50660,0,50660,NonResidential,Retail Store,Retail Store,Retail Store,None,None,50660.0,0.0,0.0,0.0,1747974.0,913514.0,2661488.0,52.5,51.0,60.7,38,1.0,0.0,0.6567656889679758,0.3432343110320242,0.0,1.0
515,1937,1.0,2,61929,0,61929,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,39879.0,0.0,0.0,0.0,1328054.0,874972.0,2203026.5,55.20000076,59.0,55.73,79,1.0,0.0,0.6028316046130175,0.39716816842648056,0.0,2.0
516,2000,1.0,4,165111,55000,110111,NonResidential,Large Office,"Data Center, Office, Parking",Office,Parking,Data Center,104667.0,55000.0,5444.0,0.0,25478083.0,0.0,25478086.0,231.3999939,1.0,177.62,16,0.66689075833833,0.33310924166167005,0.9999998822517515,0.0,0.0,4.0
517,2000,1.0,4,129551,42500,87051,NonResidential,Large Office,"Data Center, Office, Parking",Office,Parking,Data Center,82273.0,42500.0,4778.0,0.0,27137187.0,0.0,27137190.0,311.7000122,1.0,189.18,16,0.6719438676660157,0.3280561323339843,0.9999998894506027,0.0,0.0,4.0
518,1925,1.0,3,20565,0,20565,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,20565.0,0.0,0.0,0.0,802312.0,0.0,802312.5,39.0,65.0,5.59,91,1.0,0.0,0.9999993768014334,0.0,0.0,3.0
519,2000,1.0,5,159937,55971,103966,NonResidential,Large Office,"Office, Parking",Office,Parking,None,106449.0,50258.0,0.0,0.0,7857972.0,0.0,7857972.5,73.80000305,63.0,54.78,16,0.6500434546102528,0.3499565453897472,0.9999999363703551,0.0,0.0,5.0
520,2008,1.0,5,183964,46763,137201,NonResidential,Large Office,"Data Center, Office, Parking",Office,Parking,Data Center,133451.0,46763.0,3750.0,0.0,14856198.0,0.0,14856199.0,108.3000031,56.0,103.57,8,0.7458035267769781,0.2541964732230219,0.9999999326880314,0.0,0.0,5.0
521,1986,1.0,5,208210,78848,129362,NonResidential,Large Office,"Office, Parking",Office,Parking,None,109978.0,78848.0,0.0,0.0,3817281.0,1697027.0,5514308.5,50.09999847,95.0,116.74,30,0.6213054128043802,0.3786945871956198,0.692250170624295,0.3077497387025046,0.0,5.0
522,1986,1.0,7,277486,80283,197203,NonResidential,Large Office,"Office, Other, Parking",Office,Parking,Other,178625.0,87624.0,14653.0,0.0,12729856.0,0.0,12729858.0,65.90000153,63.0,88.74,30,0.7106772954311209,0.28932270456887915,0.9999998428890566,0.0,0.0,7.0
523,1993,1.0,3,187130,0,187130,NonResidential,Large Office,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,Non-Refrigerated Warehouse,Other - Recreation,171783.0,9581.0,4413.0,0.0,10053488.0,0.0,10053489.0,52.59999847,77.0,70.09,23,1.0,0.0,0.9999999005320441,0.0,0.0,3.0
524,2000,1.0,5,251044,117867,133177,NonResidential,Large Office,"Data Center, Office",Office,Data Center,None,126218.0,12717.0,0.0,0.0,17186623.0,0.0,17186624.0,123.6999969,99.0,119.81,16,0.530492662640812,0.46950733735918804,0.9999999418152163,0.0,0.0,5.0
525,1912,1.0,5,154330,0,154330,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,95330.0,0.0,0.0,0.0,1262235.0,0.0,1262235.25,13.19999981,81.0,8.8,104,1.0,0.0,0.999999801938664,0.0,0.0,5.0
526,1918,1.0,6,108245,14690,93555,NonResidential,Large Office,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,Adult Education,Parking,64055.0,14621.0,12359.0,266262.0,4248918.0,0.0,4515180.5,45.79999924,,50.17,98,0.8642893436186428,0.1357106563813571,0.9410294892972717,0.0,0.05897039996518411,6.0
527,1905,1.0,6,167860,0,167860,NonResidential,Large Office,"Data Center, Office, Retail Store",Office,Retail Store,Data Center,110370.0,19801.0,634.0,0.0,6797646.0,0.0,6797647.0,52.0,70.0,47.39,111,1.0,0.0,0.9999998528902722,0.0,0.0,6.0
528,1910,1.0,6,112560,0,112560,NonResidential,Large Office,"Office, Retail Store",Office,Retail Store,None,80400.0,16080.0,0.0,0.0,3574020.0,1372778.0,4946798.5,51.29999924,86.0,97.82,106,1.0,0.0,0.7224915265903796,0.27750837233414705,0.0,6.0
529,1910,1.0,6,86204,0,86204,NonResidential,Retail Store,Retail Store,Other,Retail Store,None,67670.0,13534.0,0.0,0.0,2235899.0,1006018.0,3241917.0,43.5,89.0,69.02,106,1.0,0.0,0.6896842207866518,0.31031577921334813,0.0,6.0
530,1985,1.0,2,145158,0,145158,Nonresidential COS,Warehouse,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,Office,Other,101633.0,48544.0,10270.0,0.0,7062138.0,1322385.0,8384523.0,52.29999924,51.0,119.46,31,1.0,0.0,0.8422826200130884,0.1577173799869116,0.0,2.0
531,1951,1.0,2,112896,0,112896,NonResidential,Large Office,"Office, Parking",Office,Parking,None,110746.0,57500.0,0.0,0.0,8429189.0,1858797.0,10287986.0,92.90000153,66.0,157.48,65,1.0,0.0,0.819323529406047,0.18067647059395298,0.0,2.0
532,1960,1.0,1,110613,0,110613,NonResidential,Distribution Center,"Distribution Center, Office",Distribution Center,Office,None,99551.0,11061.0,0.0,0.0,1015060.0,0.0,1015060.188,9.199999809,95.0,7.08,56,1.0,0.0,0.9999998147893079,0.0,0.0,1.0
533,1951,1.0,4,149881,0,149881,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,None,119593.0,30288.0,0.0,0.0,705059.0,1712342.0,2417401.25,16.10000038,97.0,95.86,65,1.0,0.0,0.2916598971726353,0.7083399994105241,0.0,4.0
534,1951,1.0,3,98220,0,98220,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,129420.0,0.0,0.0,0.0,5813591.0,654498.0,6468090.0,50.0,12.0,75.29,65,1.0,0.0,0.8988110864258227,0.10118875896903104,0.0,3.0
535,1970,1.0,1,84420,0,84420,NonResidential,Distribution Center,"Distribution Center, Office, Retail Store",Distribution Center,Office,Retail Store,44300.0,24838.0,12349.0,0.0,2848317.0,0.0,2848317.25,35.0,55.0,19.86,46,1.0,0.0,0.9999999122288783,0.0,0.0,1.0
536,1961,1.0,1,73335,0,73335,NonResidential,Distribution Center,"Distribution Center, Parking",Distribution Center,Parking,None,73335.0,0.0,0.0,0.0,2606839.0,2590279.0,5197118.0,70.90000153,,155.74,55,1.0,0.0,0.501593190687608,0.498406809312392,0.0,1.0
537,1928,1.0,2,56876,0,56876,NonResidential,Distribution Center,"Distribution Center, Office, Retail Store",Distribution Center,Office,Retail Store,48400.0,4276.0,4200.0,0.0,1011283.0,780432.0,1791715.625,31.5,,48.5,88,1.0,0.0,0.5644216001074389,0.4355780510648837,0.0,2.0
538,1931,1.0,2,61200,0,61200,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,61200.0,0.0,0.0,0.0,1782902.0,3129241.0,4912143.0,80.30000305,16.0,178.62,85,1.0,0.0,0.3629580816356527,0.6370419183643473,0.0,2.0
539,1987,1.0,1,111908,0,111908,NonResidential,Distribution Center,Distribution Center,Distribution Center,None,None,109090.0,0.0,0.0,0.0,1050508.0,504912.0,1555420.25,14.30000019,87.0,34.14,29,1.0,0.0,0.6753853178907758,0.324614521380958,0.0,1.0
540,1986,3.0,2,63644,0,63644,NonResidential,Other,"Other - Public Services, Parking",Other - Public Services,Parking,None,65700.0,0.0,0.0,0.0,4242711.0,2615822.0,6858533.5,104.4000015,,168.5,30,1.0,0.0,0.6186032334754944,0.3813966936226236,0.0,1.0
541,1930,3.0,2,108753,18860,89893,NonResidential,Mixed Use Property,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,Multifamily Housing,Retail Store,58605.0,24338.0,18864.0,0.0,3639670.0,0.0,3639670.25,33.5,,25.37,86,0.8265794966575635,0.17342050334243653,0.9999999313124589,0.0,0.0,1.0
